fund_url,fund_name,applicant_types,geographic_scope,beneficiary_focus,funding_range,restrictions,application_status,deadline,notes,eligibility,evidence,pages_scraped,visited_urls_count,extraction_timestamp,error,source_folder
https://www.cfct.org.uk,www.cfct.org.uk,registered charity; CIC; social enterprise; not-for-profit organisation,Kent and Medway,vulnerable people; disadvantaged families; young people; ex-offenders,"£500 - £10,000","organisations with recent turnover/income in excess of £500,000; individuals; national charities without a physical base in Kent or Medway; capital appeals less than 25% of total cost; statutory bodies; hospitals and medical research; academic research, scholarships or bursaries; animal charities; the promotion of religion; heritage projects; annual or one-off events; work outside of Kent or Medway; retrospective funding",rolling,,Organisations must have financial accounts for at least the last two years and free reserves less than twelve months of expenditure.,Possibly Eligible,"[Score: 45] ✓ Registered charities eligible | ✓✓ Direct geographic match: kent | ✓ Beneficiary alignment: age groups: young people, families | ✓ Applications rolling | ✗✗ CRITICAL: Core activities may be excluded - medical",15.0,15.0,2025-10-13 14:35:39,,www.cfct.org.uk
https://www.cfsurrey.org.uk,www.cfsurrey.org.uk,community groups; charities; voluntary organisations,Surrey,young people; disadvantaged individuals; mental health; environment; arts,"Small grants: up to £2,500; Surrey Heritage for All Fund: up to £10,000; Guildford Young Carers Fund: up to £400",public sector; private companies; projects without specific benefit to Surrey residents; projects that have already taken place; faith groups exclusively benefiting members; general appeals; costs for social business not linked to charitable activity; requests to build reserves; commercial sponsorship; building projects; delivery of statutory obligations; political activities; events without demonstrated lasting impact; organisations with high free reserves; residential trips without clear program,rolling,9am on 22nd August for EOIs,Applicants must demonstrate a plan for sustainability; crisis funding available for urgent cash flow needs.,Low Match,"[Score: 25] ✓ Registered charities eligible | ✓ Beneficiary alignment: age groups: young people; general health/care | ✓ Funding size appropriate: small grants: up to £2,500; surrey heritage for all fund: up to £10,000; guildford young carers fund: up to £400 | ✓ Applications rolling | ⏰ Deadline: 9am on 22nd August for EOIs | ✗ Geographic mismatch: surrey | ✗ Charities may be excluded - review carefully",15.0,15.0,2025-10-13 15:24:05,,www.cfsurrey.org.uk
https://www.charleshaywardfoundation.org.uk,www.charleshaywardfoundation.org.uk,UK registered charities,"British Isles, Commonwealth countries of Africa",older people; disadvantaged communities; heritage assets; criminal justice system,"Social & Criminal Justice: £15,000 – £25,000 per annum; Overseas: up to £15,000; Heritage & Conservation: up to £50,000; Older People: up to £7,000","Individuals; General appeals; Endowments; Loans and deficits; Academic Institutions; Grant-making charities; Retrospectively; Unrestricted grants; Older people’s projects that are restricted to one section of society; Services to benefit people with specific health conditions, with the exception of dementia; Capital costs of buildings or equipment; Building maintenance and repairs; Community transport; Purchases of minibuses; Disability access; Meal delivery services",open,"No submission deadlines for Older People; specific deadlines for other categories: 30 January 2026, 22 May 2026, 18 September 2026","Charities must have an annual income between £150,000 and £4,000,000 for Overseas; less than £350,000 for Older People; and between £350,000 and £4,000,000 for Social & Criminal Justice.",Not Eligible,"[Score: 0] ✓ Registered charities eligible | ✓ Funding size appropriate: social & criminal justice: £15,000 – £25,000 per annum; overseas: up to £15,000; heritage & conservation: up to £50,000; older people: up to £7,000 | ✓ Applications open | ⏰ Deadline: No submission deadlines for Older People; specific deadlines for other categories: 30 January 2026, 22 May 2026, 18 September 2026 | ✗ Geographic mismatch: british isles, commonwealth countries of africa | ⚠ Beneficiary focus unclear: older people; disadvantaged communities; heritage assets; criminal justice system | ✗✗ CRITICAL: Core activities may be excluded - health",15.0,15.0,2025-10-13 16:24:29,,www.charleshaywardfoundation.org.uk
https://www.cheshirecommunityfoundation.org.uk,www.cheshirecommunityfoundation.org.uk,charities; non-profit organizations,Crewe,young people; people with disabilities; marginalized communities; low-income families,"up to £2,500","annual turnover under £250,000; must be based within the Crewe area",open,2nd November 2025,All funds must be spent within 6 months of their award.,Low Match,"[Score: 25] ✓ Registered charities eligible | ✓ Beneficiary alignment: age groups: young people, families | ✓ Funding available but small: up to £2,500 | ✓ Applications open | ⏰ Deadline: 2nd November 2025 | ✗ Geographic mismatch: crewe | ⚠ Restrictions apply: annual turnover under £250,000; must be based within the crewe area...",15.0,15.0,2025-10-13 09:38:59,,www.cheshirecommunityfoundation.org.uk
https://www.childhoodtrust.org.uk,www.childhoodtrust.org.uk,UK-registered charities,London,children living in poverty; children (0-18 year olds),"£4,000 - £100,000",charities cannot apply for a TCT grant which exceeds 10% of their last annual income; must have at least one year of filed accounts; must be able to demonstrate that they are a going concern; must have strong financial processes and be legally compliant; must have a robust governance structure; must have solid safeguarding processes,closed,16th July 2025,must be registered on theBigGive.org.uk,Low Match,"[Score: 25] ✓ Registered charities eligible | ✓ Regional match (South East/London) | ✓ Beneficiary alignment: age groups: children | ✓ Funding size appropriate: £4,000 - £100,000 | ✗ Applications CLOSED | ⚠ Restrictions apply: charities cannot apply for a tct grant which exceeds 10% of their last annual income; must have at l...",15.0,15.0,2025-10-13 10:47:03,,www.childhoodtrust.org.uk
https://www.citybridgefoundation.org.uk,www.citybridgefoundation.org.uk,,Greater London,individuals and communities experiencing disadvantage and marginalisation,,,closed,October 2024,New funding programme to open in autumn 2025.,Not Eligible,[Score: -10] ✓ Regional match (South East/London) | ⚠ Beneficiary focus unclear: individuals and communities experiencing disadvantage and marginalisation | ✗ Applications CLOSED,15.0,15.0,2025-10-13 11:35:20,,www.citybridgefoundation.org.uk
https://www.communityfoundation.org.uk,www.communityfoundation.org.uk,charities; community organisations; social enterprises; CICs,"Tyne & Wear and Northumberland, North East England",local charities; community organisations; vulnerable individuals,"£1,000 - £10,000; average grant around £6,000",activities which are not charitable in law; organisations that do not have adequate safeguarding arrangements; contributions to general appeals or circulars; advancement of religion; enabling a public body to carry out its statutory obligations; advancement of animal welfare; activities which have already taken place; grant-making or equivalent gifts in kind by other organisations; privately owned and profit-distributing companies or limited partnerships,open,,"Organisations must have a governing document, a governing body of at least three unrelated individuals, a bank account in the organisation’s name with at least two unrelated signatories, and adequate safeguarding arrangements.",Eligible,"[Score: 50] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Funding size appropriate: £1,000 - £10,000; average grant around £6,000 | ✓ Applications open | ⚠ Beneficiary focus unclear: local charities; community organisations; vulnerable individuals | ✗ Charities may be excluded - review carefully",15.0,15.0,2025-10-13 12:44:06,,www.communityfoundation.org.uk
https://www.coopfoundation.org.uk,www.coopfoundation.org.uk,"individuals; groups or organisations with an annual income of less than £100,000",UK,young people; communities; youth activists,Young Gamechangers Fund: £4.5m; Future Communities Fund: £1.75m; Carbon Innovation Fund: £3.5m; #iwill Fund: £5m,none stated,closed,,Applications for the Future Communities Fund are now closed.,Not Eligible,[Score: -10] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people | ⚠ Applicant type unclear - may need verification | ⚠ Very small grants only: young gamechangers fund: £4.5m; future communities fund: £1.75m; carbon innovation fund: £3.5m; #iwill fund: £5m | ✗ Applications CLOSED,15.0,15.0,2025-10-13 12:33:13,,www.coopfoundation.org.uk
https://www.dulverton.org,www.dulverton.org,charities; CIOs,UK,young people aged up to 25; communities with high levels of poverty; older people; young offenders; young homeless people; those who care for others; wildlife habitat,"average grant is between £30,000-£40,000; £1.25m awarded in June 2024; £977,951 awarded in November 2024; £1,557,458 awarded in October 2023",not fund work primarily for the benefit of residents of London or Northern Ireland; charities working from one site or within one Local Authority area are extremely unlikely to receive funding; applications to the category for Kenya or Uganda are invitation only,rolling,next round of grants will be made in February 2025,"charities must have a national reach, operate from more than one location in more than one region, and complete an eligibility quiz",Highly Eligible,"[Score: 80] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people; services: care | ✓ Funding size appropriate: average grant is between £30,000-£40,000; £1.25m awarded in june 2024; £977,951 awarded in november 2024; £1,557,458 awarded in october 2023 | ✓ Applications rolling | ⏰ Deadline: next round of grants will be made in February 2025 | ⚠ Restrictions apply: not fund work primarily for the benefit of residents of london or northern ireland; charities workin...",15.0,15.0,2025-10-13 13:37:30,,www.dulverton.org
https://www.ellerman.org.uk,www.ellerman.org.uk,UK registered charities; organisations with exempt charity status; companies limited by guarantee with an asset lock; fiscally hosted organisations,UK,environmental organisations; marginalised communities,"£100,000 - £10,000,000",individuals; universities for core work; hospitals; hospices; schools; capital developments; building refurbishment; individual items of equipment; work that promotes religion; arts organisations; leisure activities; education work; animal welfare; medical research or treatment; one-off events,open,,"Must have an annual income above £100,000 and below £10,000,000; must demonstrate national or UK level impact.",Possibly Eligible,"[Score: 40] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Funding size appropriate: £100,000 - £10,000,000 | ✓ Applications open | ⚠ Beneficiary focus unclear: environmental organisations; marginalised communities | ✗✗ CRITICAL: Core activities may be excluded - hospice, hospices, medical",11.0,15.0,2025-10-13 10:34:56,,www.ellerman.org.uk
https://www.esmeefairbairn.org.uk,www.esmeefairbairn.org.uk,constituted organisations; charities; non-charities doing charitable work,UK,communities experiencing racial inequity; young people leaving care,"£30,000 - no maximum; Funding Plus: maximum £9,000","organisations with a turnover of less than £100,000; organisations that are not constituted; grants to individuals; grants for less than £30,000; work that is not legally charitable; work that does not have a direct benefit in the UK; academic research unless it can demonstrate practical outcomes; promotion of religion",rolling,,Funding Plus prioritises requests from organisations that have not yet received support and are led by and for communities experiencing racial inequity.,Highly Eligible,"[Score: 70] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people; services: care | ✓ Funding size appropriate: £30,000 - no maximum; funding plus: maximum £9,000 | ✓ Applications rolling | ✗ Charities may be excluded - review carefully",15.0,15.0,2025-10-13 13:39:18,,www.esmeefairbairn.org.uk
https://www.essexcommunityfoundation.org.uk,www.essexcommunityfoundation.org.uk,charities; voluntary organisations,Essex,children and young people; people with disabilities; older communities; victims of crime; mental health; community safety; environment; housing and homelessness; fairness and equality; sport,"£500 - £20,000",,open,,Grants are awarded to support projects that benefit the local community.,Possibly Eligible,"[Score: 30] ✓ Registered charities eligible | ✓ Beneficiary alignment: age groups: children, young people; general health/care | ✓ Applications open | ✗ Geographic mismatch: essex",15.0,15.0,2025-10-13 09:44:23,,www.essexcommunityfoundation.org.uk
https://www.ferryfoundation.org.uk,www.ferryfoundation.org.uk,,UK,communities; charitable projects,,applications must be submitted through the CSEU regions; must have a supporting document from the relevant region,open,,"The Foundation focuses on good work, supportive communities, and improving lives in shipbuilding, engineering, and manufacturing areas.",Low Match,[Score: 25] ✓ UK/England-wide funding (includes Kent) | ✓ Applications open | ⚠ Beneficiary focus unclear: communities; charitable projects | ⚠ Restrictions apply: applications must be submitted through the cseu regions; must have a supporting document from the re...,15.0,15.0,2025-10-13 15:46:50,,www.ferryfoundation.org.uk
https://www.fortecharitablefoundation.org.uk,www.fortecharitablefoundation.org.uk,charitable organisations; social enterprises; not-for-profit registered companies; voluntary organisations,UK,local communities in areas of extreme deprivation; families coping with addiction; prisoners' families; young people,"Small Grants: £2,000 - £10,000; Major Grants: £10,000 - £50,000 for a single year; Multi-year grants: £10,000 - £100,000 over 3 years","organisations whose postcode is not within the IMD deprivation limits; newly established organisations with no previous annual accounts; individuals; charities or NGOs registered outside the UK; Community Interest Companies (CICs); statutory services including state schools, local or national authorities, prisons, NHS hospitals or services; universities, further education colleges and independent schools; organisations with an annual income over £500,000; hospices; organisations with primarily an environmental aim; grant making organisations or umbrella organisations; organisations that have applied to us unsuccessfully within the previous 12 months; organisations which have made their annual returns to the Charity Commission or Companies House late within the past three years; organisations which have not reviewed their safeguarding policy and/or held formal safeguarding training/refresher sessions within the past 12 months",rolling,,You can only apply for one grant at a time; successful applicants can re-apply for a further two years; no further applications can be made after the completion of the third grant.,Eligible,"[Score: 50] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people, families | ✓ Funding size appropriate: small grants: £2,000 - £10,000; major grants: £10,000 - £50,000 for a single year; multi-year grants: £10,000 - £100,000 over 3 years | ✓ Applications rolling | ✗✗ CRITICAL: Core activities may be excluded - hospice, hospices",15.0,15.0,2025-10-13 14:05:35,,www.fortecharitablefoundation.org.uk
https://www.foylefoundation.org.uk,www.foylefoundation.org.uk,,UK,,,,closed,,All existing approved grants and payments are scheduled to be paid out and the projects completed before the closure of the grant giving programme.,Not Eligible,[Score: -15] ✓ UK/England-wide funding (includes Kent) | ✗ Applications CLOSED,14.0,15.0,2025-10-13 15:56:01,,www.foylefoundation.org.uk
https://www.garfieldweston.org,www.garfieldweston.org,UK registered charities; Charitable Incorporated Organisations (CIOs); Exempt or excepted under Charity Commission guidance,UK,"vulnerable people; older, isolated and lonely people; disadvantaged young people; people from disadvantaged backgrounds","£100,000 and above; Capital grants: no greater than £30,000 for local community projects",We do not fund operating/core costs for hospices; We do not support organisations or projects that focus solely on counselling; We are unable to accept applications from Community Benefit Societies (CBSs),open,,Organisations must have at least one year’s worth of annual accounts as a registered charity to be eligible to apply.,Eligible,"[Score: 50] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people | ✓ Funding size appropriate: £100,000 and above; capital grants: no greater than £30,000 for local community projects | ✓ Applications open | ✗✗ CRITICAL: Core activities may be excluded - hospice, hospices",15.0,15.0,2025-10-13 16:06:32,,www.garfieldweston.org
https://www.gov.uk/government/organisations/big-lottery-fund,www.gov.uk,,,,,,unclear,,,Not Eligible,[Score: 0] ⚠ Application status unclear: unclear,15.0,15.0,2025-10-14 09:11:20,,www.gov.uk_government_organisations_big-lottery-fund
https://www.gov.uk/government/organisations/department-for-business-energy-and-industrial-strategy,www.gov.uk,,,,,,,,,,,,,2025-10-14 09:18:35,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_department-for-business-energy-and-industrial-strategy\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_department-for-business-energy-and-industrial-strategy
https://www.gov.uk/government/organisations/department-for-digital-culture-media-sport,www.gov.uk,,,,,,,,,,,,,2025-10-14 09:25:02,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_department-for-digital-culture-media-sport\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_department-for-digital-culture-media-sport
https://www.gov.uk/government/organisations/department-for-education,www.gov.uk,,,,,,,,,,,,,2025-10-14 09:58:32,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_department-for-education\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_department-for-education
https://www.gov.uk/government/organisations/department-for-international-development,www.gov.uk,,,,,,,,,,,,,2025-10-14 09:31:09,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_department-for-international-development\\www.gov.uk_government_publications_fcdo-programme-operating-framework_applying-for-fcdo-grant-funding-simplified-application-process-with-humanitarian.txt',www.gov.uk_government_organisations_department-for-international-development
https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,www.gov.uk,,,,,,,,,,,,,2025-10-14 10:31:17,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_department-for-science-innovation-and-technology\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_department-for-science-innovation-and-technology
https://www.gov.uk/government/organisations/department-for-work-pensions,www.gov.uk,,,,,,,,,,,,,2025-10-14 10:04:12,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_department-for-work-pensions\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_department-for-work-pensions
https://www.gov.uk/government/organisations/department-of-health-and-social-care,www.gov.uk,,,,,,,,,,,,,2025-10-14 09:53:17,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_department-of-health-and-social-care\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_department-of-health-and-social-care
https://www.gov.uk/government/organisations/foreign-commonwealth-development-office,www.gov.uk,,,,,,,,,,,,,2025-10-14 10:14:57,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_foreign-commonwealth-development-office\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_foreign-commonwealth-development-office
https://www.gov.uk/government/organisations/heritage-lottery-fund,www.gov.uk,,,,,,unclear,,,Not Eligible,[Score: 0] ⚠ Application status unclear: unclear,15.0,15.0,2025-10-14 10:20:14,,www.gov.uk_government_organisations_heritage-lottery-fund
https://www.gov.uk/government/organisations/hm-revenue-customs,www.gov.uk,,,,,,,,,,,,,2025-10-14 10:09:33,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_hm-revenue-customs\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_hm-revenue-customs
https://www.gov.uk/government/organisations/home-office,www.gov.uk,individuals with disabilities; individuals with health conditions,"England, Scotland, Wales",victims of domestic abuse; victims of sexual violence; victims of honour-based abuse; victims of stalking; children affected by domestic abuse,"up to £500 for immediate safety; up to £2,500 for rental deposits",cannot apply if you live in the Channel Islands or the Isle of Man; cannot apply if the job interview has already taken place; cannot apply if the interview is for a volunteer role,open,,must be 16 or over and have an interview date for a paid job or apprenticeship,Low Match,[Score: 25] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children | ✓ Applications open | ⚠ Applicant type unclear - may need verification | ⚠ Restrictions apply: cannot apply if you live in the channel islands or the isle of man; cannot apply if the job intervie...,15.0,15.0,2025-10-14 09:47:25,,www.gov.uk_government_organisations_home-office
https://www.gov.uk/government/organisations/ministry-of-defence,www.gov.uk,,,,,,,,,,,,,2025-10-14 09:41:49,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_ministry-of-defence\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_ministry-of-defence
https://www.gov.uk/government/organisations/ministry-of-housing-communities-and-local-government-2018-2021,www.gov.uk,,,,,,,,,,,,,2025-10-14 09:36:27,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_ministry-of-housing-communities-and-local-government-2018-2021\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_ministry-of-housing-communities-and-local-government-2018-2021
https://www.gov.uk/government/organisations/ministry-of-justice,www.gov.uk,,,,,,,,,,,,,2025-10-14 10:25:56,[Errno 2] No such file or directory: 'Scraped\\www.gov.uk_government_organisations_ministry-of-justice\\www.gov.uk_guidance_apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work.txt',www.gov.uk_government_organisations_ministry-of-justice
https://www.hcvs.org.uk,www.hcvs.org.uk,non-profit organisations; registered charities,UK,young women; girls; migrants; refugees; disadvantaged children; disabled people,"up to £250; up to £1,500; up to £5,000; up to £10,000; up to £20,000; up to £50,000; up to £10,250",must be a registered charity; must have been operating for at least 12 months; annual turnover of £150k or less,open,21 October; 22 October; 24 October; 10 November; 21 November; 15 December; ongoing; January 2026; tbc; every three months,some grants require specific project focus or eligibility criteria,Possibly Eligible,[Score: 45] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children | ✓ Applications open | ⏰ Deadline: 21 October; 22 October; 24 October; 10 November; 21 November; 15 December; ongoing; January 2026; tbc; every three months | ✗ Charities may be excluded - review carefully,15.0,15.0,2025-10-13 16:26:56,,www.hcvs.org.uk
https://www.heartofenglandcf.co.uk,www.heartofenglandcf.co.uk,,"Coventry, Solihull and Warwickshire; Birmingham and the Black Country; Tipton; Edgbaston & Northfield; North-east Birmingham",disadvantaged; vulnerable people; young people; community groups,"Coventry, Solihull & Warwickshire Communities Fund: £3,000; Alan Higgs Community Grants: £1,000; Community Energy Warwickshire Fund: £2,000; Coventry Building Society Small and Large Grants: Small grants up to £2,000, Large grants up to £10,000; Net Zero Fund: £10,000; Birmingham and Black Country Communities Fund: £3,000; Positive Futures Fund: £5,000; The Tipton Education Fund: Small Grants: £3,000, Large Grants: £10,000; The Harry Payne Fund: £2,000; Edgbaston & Northfield NNS Fund for Older Adults (50+): £10,000; Edgbaston & Northfield NNS Fund for Younger Adults: £10,000; The Peddimore Community Fund: £2,000",Individual applications are not accepted,closed,October 9th,Any application that is started but not submitted will be deleted after 6 months.,Not Eligible,"[Score: -45] ✓ Beneficiary alignment: age groups: young people | ✗ Geographic mismatch: coventry, solihull and warwickshire; birmingham and the black country; tipton; edgbaston & northfield; north-east birmingham | ⚠ Large grants only (£500k+) - may be competitive: coventry, solihull & warwickshire communities fund: £3,000; alan higgs community grants: £1,000; community energy warwickshire fund: £2,000; coventry building society small and large grants: small grants up to £2,000, large grants up to £10,000; net zero fund: £10,000; birmingham and black country communities fund: £3,000; positive futures fund: £5,000; the tipton education fund: small grants: £3,000, large grants: £10,000; the harry payne fund: £2,000; edgbaston & northfield nns fund for older adults (50+): £10,000; edgbaston & northfield nns fund for younger adults: £10,000; the peddimore community fund: £2,000 | ✗ Applications CLOSED | ⚠ Restrictions apply: individual applications are not accepted...",4.0,4.0,2025-10-13 16:33:43,,www.heartofenglandcf.co.uk
https://www.herefordshirecf.org,www.herefordshirecf.org,registered charities; community groups; social enterprises; not-for-profit companies; individuals,"Herefordshire, England, Wales",children; young people; vulnerable people; families; disabled people; community groups,"average size of grant awarded is £3,000 - £5,000; grants of up to £10,000 available to youth projects",arts projects with no community or charitable element; medical research; religious groups seeking to influence people’s religious choices; general appeals; direct replacement of statutory funding; political groups or activities promoting political beliefs; sports projects with no community or charitable element,open,,"Organisations must have a written constitution, a minimum of three unrelated directors or board members, and a bank account in the name of the organisation.",Eligible,"[Score: 50] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, young people, families | ✓ Funding size appropriate: average size of grant awarded is £3,000 - £5,000; grants of up to £10,000 available to youth projects | ✓ Applications open | ✗✗ CRITICAL: Core activities may be excluded - medical",15.0,15.0,2025-10-13 15:49:33,,www.herefordshirecf.org
http://www.imperialcharity.org.uk/,www.imperialcharity.org.uk,,UK,patients; families; NHS staff,emergency grants; Special Purpose Funds,,unclear,,Funding for innovative projects; funding for research; funding for creative workshops,Possibly Eligible,[Score: 40] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: families; general health/care | ⚠ Application status unclear: unclear,13.0,15.0,2025-10-13 10:08:31,,www.imperialcharity.org.uk
https://www.jact.org/,www.jact.org,charities,UK,young people; parents; disadvantaged children; arts charities; hospices; former offenders; mental health,,does not accept unsolicited proposals,unclear,,The Trust primarily supports charities in the UK.,Highly Eligible,"[Score: 80] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: palliative/end-of-life care (hospice); age groups: children, young people; general health/care | ⚠ Application status unclear: unclear | ⚠ Restrictions apply: does not accept unsolicited proposals...",5.0,6.0,2025-10-14 10:45:59,,www.jact.org
https://www.jamestudor.org.uk,www.jamestudor.org.uk,UK registered charities delivering their services in the UK; Charities that provide single-disease specific information and support services; Charities that directly provide healthcare to their beneficiaries,South West England and South Wales,physical health charities; mental health charities; hospices,not specified,Is not a UK registered charity; Has an annual income of £20 million or higher; Has been registered for less than 5 years; Has fewer than 5 years’ audited or independently examined accounts; Does not fund pilot projects/services by charities not previously supported; Does not fund capital projects; Does not fund any project aligned to any political party; Does not provide retrospective funding; Does not accept applications from individuals; International programme does not accept applications,open,Expression of Interest between 07/07/2025 and 15/08/2025; Full Application submission deadline: 10/10/2025,Charities must have at least 5 years’ audited or independently examined accounts,Highly Eligible,[Score: 70] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: palliative/end-of-life care (hospice); general health/care | ✓ Applications open | ⏰ Deadline: Expression of Interest between 07/07/2025 and 15/08/2025; Full Application submission deadline: 10/10/2025 | ✗ Charities may be excluded - review carefully,15.0,15.0,2025-10-13 14:44:25,,www.jamestudor.org.uk
https://www.jlf.org.uk,www.jlf.org.uk,registered charity; community interest company; company with a clear social purpose,UK,disadvantaged young people; young people aged 16 to 25; children with autism; families with children who have Cystic Fibrosis; BAME young people; refugees; asylum seekers; vulnerable young people,Annual grants up to £25K; less than £5K for top-up funding,no unsolicited applications; currently only funding organisations,open,,Must be committed to supporting disadvantaged young people; robust approach to safeguarding; up-to-date accounts and reporting,Highly Eligible,"[Score: 70] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, young people, families | ✓ Funding size appropriate: annual grants up to £25k; less than £5k for top-up funding | ✓ Applications open | ⚠ Restrictions apply: no unsolicited applications; currently only funding organisations...",15.0,15.0,2025-10-13 13:17:36,,www.jlf.org.uk
https://www.julesthorntrust.org.uk,www.julesthorntrust.org.uk,UK-registered charities,UK,people living with serious long-term or life-limiting conditions; people living with physical or mental ill health; people living with disabilities; families and carers,"£100,000 - £5,000,000",,open,,Focus on supporting world-leading translational research and investment in research equipment and facilities.,Highly Eligible,"[Score: 120] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: palliative/end-of-life care (life-limiting); age groups: families; services: care | ✓ Funding size appropriate: £100,000 - £5,000,000 | ✓ Applications open",15.0,15.0,2025-10-13 15:12:39,,www.julesthorntrust.org.uk
https://www.landaid.org,www.landaid.org,Charity; Community Interest Company (CIC); Charitable Incorporated Organisation (CIO); not-for-profit organisation,UK,young people aged 16-25; individuals experiencing homelessness; people at risk of homelessness,"£10,000 - £181,000",Projects must specifically support the age group 16-25; No unrestricted grants towards running costs; No retrospective funding for projects,open,,Organisations can hold multiple grants but generally only one grant under each programme at any one time.,Highly Eligible,"[Score: 70] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people | ✓ Funding size appropriate: £10,000 - £181,000 | ✓ Applications open | ⚠ Restrictions apply: projects must specifically support the age group 16-25; no unrestricted grants towards running costs...",15.0,15.0,2025-10-13 13:19:08,,www.landaid.org
https://www.lankellychase.org.uk,www.lankellychase.org.uk,,UK,people experiencing severe and multiple disadvantage,"£1,500 – £3,000",,open,,Focus on conversations about severe and multiple disadvantage,Possibly Eligible,"[Score: 45] ✓ UK/England-wide funding (includes Kent) | ✓ Funding available but small: £1,500 – £3,000 | ✓ Applications open | ⚠ Beneficiary focus unclear: people experiencing severe and multiple disadvantage",15.0,15.0,2025-10-14 08:57:47,,www.lankellychase.org.uk
