fund_url,fund_name,applicant_types,geographic_scope,beneficiary_focus,funding_range,restrictions,application_status,deadline,notes,eligibility,evidence,pages_scraped,visited_urls_count,extraction_timestamp,error,source_folder
https://www.berkeleyfoundation.org.uk,www.berkeleyfoundation.org.uk,Registered charities; Expert frontline charities; Charities in health and wellbeing; Charities supporting young people and communities,"UK (England, including Kent and South East)",Young people; Families; Communities; Health and wellbeing; Vulnerable people,Not stated (varies by grant; long-term partnerships and other grants awarded annually),"No explicit exclusions for hospices or healthcare charities found; Must align with one or more of the Foundation's impact goals (e.g., Health and Wellbeing, A Resilient Voluntary Sector)",unclear,Not stated,The Foundation builds long-term partnerships with expert charities and also makes other grants each year. Grant-making data is published via 360Giving. Charities must align with impact goals such as Health and Wellbeing. No explicit exclusion of hospices or palliative care charities. Safeguarding and partnership requirements apply.,Highly Eligible,"1. Applicant type: The Foundation supports 'registered charities', 'expert frontline charities', and those working in 'health and wellbeing', which matches ellenor Hospice's profile as a registered UK hospice charity. 2. Geographic scope: The Foundation is UK-based and does not exclude Kent or the South East; its partners include charities from across England. 3. Beneficiary focus: Impact goals include 'Health and Wellbeing', 'A Resilient Voluntary Sector', and support for 'young people, families, and communities', all of which align with ellenor's services (palliative care for children, adults, families). 4. Funding range: While specific amounts are not stated, the Foundation makes both long-term partnership grants and other annual grants, indicating flexibility and potential for significant support. 5. Restrictions: No explicit exclusions for hospices or healthcare charities; eligibility is based on alignment with impact goals. 6. Application status: Not explicitly open, but the Foundation makes 'a number of other grants each year' and publishes grant data, suggesting ongoing or periodic opportunities. 7. Overall, ellenor Hospice is a strong match for the Foundation's priorities and funding practices. Next steps: ellenor should review the Foundation's impact goals and consider making contact to discuss partnership or grant opportunities.",15,15,15/10/2025 12:31,,www.berkeleyfoundation.org.uk
https://bishopradfordtrust.org.uk,www.bishopradfordtrust.org.uk,UK registered charities; churches with Christian ministry in their charitable objectives,UK and internationally,Christian ministry; prison sector; church engagement; areas of high deprivation,"up to £2,000 (Foundation Grants); £20,000 per year (Partnership Grants, by invitation only)",Applications currently closed; Non-UK registered charities not eligible; Charities without a Christian ethos and Christian ministry in their objectives not eligible; Building/capital projects excluded; Pilot schemes excluded unless previously funded or known to Trustees; Charities must have filed at least one set of accounts; Preference for small charities (under £1M income) for partnership grants,closed,"Unclear; Foundation Grants close once allocation is filled, dates for reopening published on homepage","Applicants must pass an eligibility quiz. Foundation Grants are one-off and rarely exceed £2,000. Partnership grants are by invitation and for small charities under £1M income. Priority given to projects in areas of high deprivation and to charities with a Christian ethos/ministry.",Not Eligible,"1. Applications are currently closed: 'Applications are now closed.' 2. Only UK registered charities or churches with Christian ministry in their objectives are eligible; ellenor Hospice does not have an explicit Christian ministry focus. 3. Foundation Grants are capped at £2,000 and are one-off; partnership grants are by invitation and for small charities (ellenor's income is £8.2M, well above the preferred threshold). 4. Restrictions explicitly exclude charities without a Christian ethos/ministry. 5. No indication that hospices or palliative care (unless explicitly Christian ministry) are a focus. 6. Therefore, ellenor Hospice is not eligible for this funding round.",14,14,15/10/2025 12:32,,www.bishopradfordtrust.org.uk
https://www.bramallfoundation.org,www.bramallfoundation.org,registered charities; charitable organisations,UK (emphasis on Yorkshire region),public health; public amenities; people in need; people experiencing sickness; people with financial hardship; children; elderly; disabled; general public,Not stated,Emphasis on Yorkshire region; No explicit exclusions for hospices or healthcare charities,rolling,None stated (applications considered quarterly at trustee meetings),Applications must be submitted by letter or email with a 120-word summary and project details. No accounts required. Trustees meet quarterly.,Eligible,"1. Registered charities are eligible to apply; hospices are not excluded. 2. The Foundation's objects include 'the relief of sickness and the advancement of health' and 'the provision of public health facilities', which aligns with ellenor Hospice's palliative care work. 3. Geographic scope is UK-wide but with an emphasis on Yorkshire; ellenor Hospice is in Kent, so not in the priority region but not excluded. 4. No funding range is specified, but the application process is open and rolling, with quarterly trustee meetings. 5. No explicit restrictions against hospices or healthcare charities. Overall, ellenor Hospice is eligible to apply, but may be a lower priority due to the Yorkshire emphasis.",2,2,15/10/2025 12:32,,www.bramallfoundation.org
https://buttleuk.org,www.buttleuk.org,"Frontline professionals working for a registered charity, housing association, or public sector organisation (applying on behalf of individual children/young people)",UK-wide,"Children and young people (aged 2-18 living with parent/carer, or up to 20 if living independently) who have experienced a crisis with significant impact on wellbeing and education","Up to £2,400 per child/young person","Applications must be made by frontline professionals, not directly by organisations for general funding; Funding is for individual children/young people, not for organisational or service-wide projects; Child/young person must have experienced a qualifying crisis (e.g., abuse, bereavement, family member in end-of-life care, etc.); Child/young person must be in education/training for at least 12 hours per week; Cannot fund where main issue is poverty, poor housing, homelessness, disability, ongoing chronic illness, or family separation; Looked After Children are not eligible",rolling,,"ellenor Hospice staff may apply as frontline professionals for individual children/young people they support, provided all criteria are met. Grants are not for general hospice funding or service delivery.",Possibly Eligible,"Buttle UK grants are only available for individual children/young people who have experienced a qualifying crisis, with applications submitted by frontline professionals from registered charities. ellenor Hospice, as a registered charity providing palliative and end-of-life care (including to children and families), could have eligible staff who meet the 'frontline professional' criteria. However, the funding is not for organisational or service-wide use, but for specific children/young people meeting strict crisis and education criteria (e.g., bereavement, family member in end-of-life care). The geographic scope is UK-wide and includes Kent. The funding amount is suitable for individual support, but not for core hospice costs. Restrictions exclude general organisational funding and focus on direct support to children/young people. Therefore, ellenor Hospice is 'Possibly Eligible' only in the context of staff applying for individual children/young people, not for general hospice funding.",15,15,15/10/2025 12:32,,www.buttleuk.org
https://www.cambscf.org.uk,www.cambscf.org.uk,"Registered charities; Charitable incorporated organisations (CIOs); Religious organisations (if project benefits wider community and is non-religious in content); Parish and town councils; Village halls; Parochial church councils; Community interest companies (CICs); Social Enterprises; Companies Limited by Guarantee; Co-operatives; Community benefit societies; Schools; Community amateur sports clubs (CASCs) with income under £5,000 or affiliated with a national governing body",Cambridgeshire (very small number of funds may accept applications from outside Cambridgeshire),Health and wellbeing; Vulnerable people; People experiencing inequality or disadvantage; General community benefit,"Minimum £1,500 (organisation grants); average £4,500; each fund specifies its own range",Projects must be delivered within Cambridgeshire (except a very small number of funds); Cannot fund activities/projects already completed; Cannot fund fundraising activities; Cannot usually fund grant-making bodies; Cannot fund improvements to land/buildings not open to the public; Cannot fund political activities or lobbying; Cannot fund projects promoting religion; Cannot fund animal welfare projects; Cannot fund overseas travel; Cannot fund statutory obligations or activities replacing government funding,seasonal,"Quarterly: 1 February, 1 May, 1 August, 1 November (11:59am)","Most funds require projects to be delivered in Cambridgeshire. Only a very small number of funds accept applications from outside Cambridgeshire. Applicants must be not-for-profit and legally registered if income is above £5,000. Applications are via general or fund-specific forms. Funding is competitive and not all eligible projects are funded.",Not Eligible,"ellenor Hospice is a registered UK charity providing palliative and end-of-life care, which matches the applicant type and beneficiary focus. However, the Cambridgeshire Community Foundation's grants are for projects delivered within Cambridgeshire, and ellenor Hospice is based in Gravesend, Kent, serving Dartford, Gravesham, Swanley, and Bexley. The guidance states: 'We support projects delivered within Cambridgeshire by national organisations, as long as the funding is restricted to this area of benefit. A very small number of our funds accept applications from outside Cambridgeshire.' There is no evidence that ellenor Hospice delivers services in Cambridgeshire or could restrict funding to that area. Therefore, ellenor Hospice is not eligible for the vast majority of funds, and eligibility for the 'very small number' of funds accepting out-of-area applications is not substantiated. Geographic scope is the key exclusion.",14,14,15/10/2025 12:33,,www.cambscf.org.uk
https://www.camdengiving.org.uk,www.camdengiving.org.uk,small charities; social enterprises,"Camden, London",adults aged 30-66; people with disabilities; young people from the global majority; people with disabilities; global majority communities; people experiencing inequality in Camden,"£30,000 (over two years)","Organisations must be Camden-based; Primary focus must be on one or more of: Joy and Integration (adults 30-66 and/or people with disabilities), Employment Support (young people from the global majority and/or people with disabilities), or Mental Health Support (global majority communities and/or people with disabilities); Leadership should be representative of the community served; Current grantees with live Equality Fund grants or overdue reporting are not eligible",open,Monday 3rd November 2026 at 4:30,The fund is only for Camden-based organisations. The panel prioritises organisations led by people with lived experience of the inequalities addressed. Applications must align with the specific focus areas listed.,Not Eligible,"ellenor Hospice is based in Gravesend, Kent, and serves Dartford, Gravesham, Swanley, and Bexley, not Camden. The Equality Fund is explicitly for 'Camden based small charities and social enterprises' and all focus areas and grantee examples are for work within Camden. There is no indication that organisations outside Camden are eligible. Therefore, ellenor Hospice does not meet the geographic eligibility requirement and is not eligible to apply.",15,15,15/10/2025 12:33,,www.camdengiving.org.uk
https://www.caretechfoundation.org.uk,www.caretechfoundation.org.uk,credible and high-quality charities; social enterprises,UK and overseas (including Kent),people living with disabilities; communities in the care sector; UK social care sector; carers; those living in care; vulnerable people,Not explicitly stated; described as 'significant partnerships' and 'medium- to long-term investments',Programmes must satisfy one primary priority area; Current round deadline has passed; not currently accepting new applications; Must align with one of the Foundation’s three key focus areas,closed,The submission deadline for the current round has passed,"Future rounds are anticipated; interested applicants are encouraged to contact the Foundation for updates. Applications must align with the Foundation’s three key focus areas: innovation in care sector, skills development, and improving quality of life for people with disabilities.",Not Eligible,"ellenor Hospice is a registered UK charity providing palliative and end-of-life care, which aligns with the Foundation’s focus on care sector and vulnerable people. The Partnership Grants are open to 'credible and high-quality charities' and have a UK-wide scope, including Kent. However, the current application round is closed: 'The submission deadline for the current round has passed. We hope to be accepting new partnerships in the future and encourage all interested applicants to contact us.' As applications are not currently being accepted and no reopening date is provided, ellenor Hospice is not eligible at this time. If the fund reopens, ellenor Hospice would likely be Highly Eligible based on alignment with focus areas and applicant type.",15,15,15/10/2025 12:33,,www.caretechfoundation.org.uk
https://www.cfct.org.uk,www.cfct.org.uk,registered charity; CIC; social enterprise; other properly constituted not-for-profit organisation with a management committee of at least three unrelated members,Kent and Medway (Greater London boroughs not eligible),vulnerable people; disadvantaged people; families; children; young people; people at the margins of society; bereaved people; people with life-limiting conditions; people needing emotional wellbeing support,"£500 - £10,000 (one-off grant, normally not more than 50% of most recent turnover/income)","Organisations with gross income over £500,000 in the last financial year (some flexibility if slightly higher, but must contact Trust); Free reserves must be less than twelve months of expenditure; Must have at least two years of financial accounts; No funding for hospitals, health authorities, medical care, medical equipment or medical research; No funding for work outside Kent or Medway; No funding for national charities without a physical base in Kent or Medway; No funding for statutory bodies, academic research, animal charities, promotion of religion, heritage projects, annual/one-off events, endowment appeals, or retrospective funding",rolling,none (applications accepted at any time),"ellenor Hospice is a registered charity based in Kent and serves local communities, but its annual income (£8.2M) is well above the £500,000 threshold for the Community Fund. The Trust may offer some flexibility if income is 'slightly higher', but ellenor's income is far in excess of this. The Trust does not fund hospitals, health authorities, or medical care, but does fund local charities supporting vulnerable people, including those affected by bereavement and life-limiting conditions.",Not Eligible,"The Colyer-Fergusson Charitable Trust Community Fund is open to registered charities based in Kent, serving local communities, and supporting vulnerable people, which matches ellenor Hospice's profile. However, the explicit eligibility criteria state: 'Gross income in the last financial year must be £500,000 or less. If your income is slightly higher than this, please contact us as we may be able to offer some flexibility.' ellenor Hospice's annual income is £8.2M, which is more than 16 times the stated maximum and cannot reasonably be considered 'slightly higher.' There is no indication of a separate funding stream for larger charities, and the restrictions are clear. Therefore, ellenor Hospice is Not Eligible for the Community Fund. The Trust's other grant streams (Proactive, Thematic, Partner) are either invitation-only or not open for direct application.",15,15,15/10/2025 12:33,,www.cfct.org.uk
https://www.cfsurrey.org.uk,www.cfsurrey.org.uk,charities; community groups; voluntary groups; VCSE sector organisations,"Surrey (county of Surrey, England)",local communities in Surrey; people in greatest need in Surrey; young people (mental health); vulnerable people; community benefit,"Small grants up to £2,500 (Area Funds); Heritage for All Fund up to £10,000; Main Grants unspecified",Applicants must benefit Surrey communities; Public sector and private companies not eligible; Main Grants and most programmes currently closed until late 2025; Some funds only for individuals; Crisis funding requires sustainability plan,closed,Main Grants and most programmes reopen for EOIs on 17th November 2025; specific deadlines for rounds in 2025-2026,"Applications are only accepted from organisations whose work directly benefits Surrey. ellenor Hospice is based in Kent and serves Dartford, Gravesham, Swanley, and Bexley, which are outside Surrey. No evidence that cross-border projects are eligible. Some small Area Funds may be available, but only if the project benefits a Surrey location.",Not Eligible,"1. The Community Foundation for Surrey explicitly states it supports 'local charities, and community and voluntary groups in Surrey whose work benefits our communities.' 2. All grant descriptions and eligibility criteria focus on benefit to Surrey residents and communities. 3. ellenor Hospice is based in Kent and serves areas outside Surrey (Dartford, Gravesham, Swanley, Bexley). 4. There is no indication that projects outside Surrey or serving non-Surrey beneficiaries are eligible. 5. Application rounds for main grants and most funds are currently closed until November 2025. 6. Even if open, ellenor Hospice's core service area does not match the required geographic focus. 7. Therefore, ellenor Hospice is not eligible for funding from the Community Foundation for Surrey.",15,15,15/10/2025 12:34,,www.cfsurrey.org.uk
https://charleshaywardfoundation.org.uk,www.charleshaywardfoundation.org.uk,UK registered charities,"British Isles (includes England, Kent, UK-wide)",Older people (over 60s); People with dementia and their carers; Vulnerable families (Social & Criminal Justice); Disadvantaged communities in Africa (Overseas); Heritage projects (currently closed),"Older People: up to £7,000 (one year); Social & Criminal Justice: £15,000–£25,000 per annum (1–3 years); Overseas: up to £15,000 (one year); Heritage & Conservation: up to £50,000 (currently closed)","Only UK registered charities eligible (no CICs, social enterprises, individuals, or grant-making charities); Older People category: annual income must be less than £350,000; only projects exclusively for older people (over 60s); no services for specific health conditions except dementia; no capital costs, building maintenance, community transport, minibuses, disability access, or meal delivery; Social & Criminal Justice: annual income between £350,000 and £4,000,000; only projects in specified sub-categories; Overseas: annual income between £150,000 and £4,000,000; only projects in Commonwealth countries of Africa; Heritage & Conservation: currently closed; No unrestricted grants, endowments, general appeals, loans, deficits, academic institutions, or retrospective funding","rolling (Older People); scheduled deadlines (Social & Criminal Justice, Overseas); closed (Heritage & Conservation)","Older People: none (applications accepted any time); Social & Criminal Justice/Overseas: 30 January 2026, 22 May 2026, 18 September 2026; Heritage & Conservation: closed","ellenor Hospice is a UK registered charity with income above £350,000, so is ineligible for the Older People category (income cap is £350,000). Social & Criminal Justice and Overseas categories do not align with hospice/palliative care focus. Heritage & Conservation is closed.",Not Eligible,"ellenor Hospice is a UK registered charity, which is a required applicant type. However, the only potentially relevant category—Older People—explicitly restricts eligibility to charities with annual income under £350,000, while ellenor's income is £8.2M. The Social & Criminal Justice and Overseas categories are not relevant to hospice or palliative care, and Heritage & Conservation is closed. The Older People category also excludes services for specific health conditions except dementia, further limiting eligibility. Therefore, ellenor Hospice is not eligible for any current Charles Hayward Foundation funding streams.",15,15,15/10/2025 12:34,,www.charleshaywardfoundation.org.uk
https://cheshirecommunityfoundation.org.uk,www.cheshirecommunityfoundation.org.uk,Registered charities; Community groups; Not-for-profit organisations; CICs (with restrictions),"Cheshire East, Cheshire West, Warrington (including Crewe, Knutsford, Neston, Chester, Ellesmere Port, Winsford, Northwich)",People experiencing poverty or disadvantage; People with poor mental health; Marginalised communities; Low-income families; People with disabilities; Young people; Vulnerable people; Families,"Up to £2,500 (Radius Grants Programme); other small grants available, typically under £10,000","Work which benefits people who live outside of Cheshire East, Cheshire West and Warrington is not eligible; Applicants must be based within the funded area (e.g., Crewe for Radius Grants); Annual turnover cap for some programmes (e.g., under £250,000 for Radius Grants); Cannot fund for-profit organisations or individuals; Must meet minimum governance, safeguarding, and financial requirements",open,2 November 2025 (Radius Grants Programme); other programmes may vary,"All funded work must directly benefit residents of Cheshire East, Cheshire West, or Warrington. Grants are not available for projects or beneficiaries outside these areas. Applicants must provide evidence of local delivery and impact. Some funds are place-based and highly localised (e.g., within 3 miles of Crewe CW1 6EG for Radius Grants).",Not Eligible,"ellenor Hospice is based in Gravesend, Kent, and serves Dartford, Gravesham, Swanley, and Bexley, which are outside the geographic scope of Cheshire Community Foundation. The Foundation's explicit restriction is: 'Work which benefits people who live outside of Cheshire East, Cheshire West and Warrington is not eligible.' All grant programmes, including the Radius Grants and place-based funds, require applicants to be based in and deliver work for the benefit of Cheshire and Warrington residents. No exceptions or broader UK eligibility are stated. Therefore, ellenor Hospice does not meet the fundamental geographic eligibility requirement and is not eligible to apply.",15,15,15/10/2025 12:35,,www.cheshirecommunityfoundation.org.uk
https://www.childhoodtrust.org.uk,www.childhoodtrust.org.uk,UK-registered charities supporting children in poverty in London,London (all 32 boroughs),children (0-18) living in poverty in London,"£4,000 - £100,000 (per campaign/project, via matched funding)","Primary beneficiaries must be children (0-18) living in poverty in London; Charity must be registered with the Charity Commission; At least one year of filed annual accounts; Annual income of at least £25,000; Project grant cannot exceed 10% of last annual income; Must be able to raise campaign funds (minimum £8,000 for some campaigns); Must be registered on theBigGive.org.uk; Charities outside London or not focused on children in poverty are not eligible",closed,16th July 2025 (for Christmas Challenge 2025),"Funding is only available to charities whose primary beneficiaries are children living in poverty in London. Projects must align with one of four impact areas: Physical Health, Mental Wellbeing, Home & Community Environment, Learning & Work Readiness. ellenor Hospice serves Kent (Dartford, Gravesham, Swanley, Bexley) and not London boroughs, so does not meet the geographic eligibility.",Not Eligible,"The Childhood Trust's funding is strictly for London-based charities supporting children (0-18) living in poverty, with all campaigns and eligibility criteria specifying that the primary beneficiaries must be children in London. ellenor Hospice is based in Gravesend, Kent, and serves Dartford, Gravesham, Swanley, and Bexley, which are not London boroughs. The eligibility criteria repeatedly state: 'Children living in London will be the primary beneficiaries' and 'charities outside London or not focused on children in poverty are not eligible.' Therefore, ellenor Hospice does not meet the geographic or beneficiary focus requirements and is not eligible to apply.",15,15,15/10/2025 12:35,,www.childhoodtrust.org.uk
https://www.citybridgefoundation.org.uk,www.citybridgefoundation.org.uk,charitable organisations; registered charities; civil society organisations,Greater London,marginalised communities in London; communities facing inequality and injustice; Londoners; frontline service users in London,Not stated for future programmes; previous grants have varied widely,Funding is only for work benefiting people in Greater London; Applications from outside London are not eligible; Current funding programmes are closed until autumn 2025,closed,Expected reopening in autumn 2025,New funding policy 'Standing with Londoners' will launch new programmes in autumn 2025. Only organisations delivering direct benefit to Londoners will be eligible. Social investment fund (£22m) may be available but is also focused on London.,Not Eligible,"City Bridge Foundation's funding is explicitly for organisations working to benefit people in Greater London. Ellenor Hospice is based in Kent and serves Dartford, Gravesham, Swanley, and Bexley, but not London boroughs. All funding programmes are currently closed to new applications, with the next round expected in autumn 2025. The new funding policy, 'Standing with Londoners', continues to focus exclusively on London and Londoners. There are no indications that organisations outside London, or those whose primary beneficiaries are outside London, will be eligible. Therefore, ellenor Hospice is not eligible for current or upcoming City Bridge Foundation funding.",15,15,15/10/2025 12:35,,www.citybridgefoundation.org.uk
https://www.communityfoundation.org.uk,www.communityfoundation.org.uk,"Registered charities; Community organisations; Social enterprises (CICs, with restrictions)","Tyne & Wear, Northumberland, North East England (occasional calls for Durham, Tees Valley, or elsewhere in UK)",Poverty; Health; Community safety; Vulnerable people; General community benefit,"£1,000 - £10,000 (average grant £6,000; some larger grants via specific calls)","Main area of benefit is Tyne & Wear and Northumberland; Applications from outside North East England (e.g., Kent) only eligible if a current call for applications covers that area; Priority to charities with income up to £1M (esp. <£0.5M), but larger charities considered if best placed to meet need; No funding for activities not charitable in law, general appeals, primarily religious/animal welfare/statutory obligations, retrospective funding, or for-profit companies",rolling (for North East); calls for other areas as announced,Unclear (rolling for core area; specific deadlines for calls outside North East),ellenor Hospice is not in the core area of benefit. Only eligible if a specific call for applications is open for Kent or their area. No evidence of such a call in the provided text.,Not Eligible,"1. The Community Foundation's main area of benefit is Tyne & Wear and Northumberland, with grants awarded to causes in North East England. ('Our main area of benefit is Tyne & Wear (Newcastle, Gateshead, North Tyneside, South Tyneside and Sunderland) and Northumberland. If you are based here, or your organisation’s work benefits all or part of our area, you can apply at any time.') 2. For organisations outside this area (including Kent), applications are only accepted if there is a current call for applications that explicitly includes their area. ('If your work is in Durham, the Tees Valley or elsewhere in the UK, please only apply if we have a current call for applications that says we will award funding in your area. Otherwise your application will not be eligible.') 3. No evidence in the provided text of any current call for applications covering Kent or ellenor Hospice's service area. 4. While registered charities and health-related causes are eligible in principle, the geographic restriction is explicit and exclusionary. 5. Therefore, ellenor Hospice is not eligible unless a specific call for Kent is open, which is not indicated in the supplied information.",15,15,15/10/2025 12:35,,www.communityfoundation.org.uk
https://www.coopfoundation.org.uk,www.coopfoundation.org.uk,charities; community organisations; youth-led groups; organisations working with young people; organisations supporting marginalised groups,UK-wide,young people; marginalised youth; youth with experience of the justice system; communities; diverse and underrepresented groups,"Not explicitly stated for all funds; examples include grants up to £47,000 and multi-year funding. Young Gamechangers Fund: for groups/orgs with income <£100k; Future Communities Fund: long-term, unrestricted funding.","Some funds (e.g., Young Gamechangers Fund) restrict to organisations with annual income under £100,000; Current funding rounds are closed; Focus on youth-led or youth-focused work; Future Communities Fund round two focused on youth justice system experience",closed,Not applicable (no open funds currently),"The Foundation prioritises youth-led, youth-focused, and community-based organisations, especially those supporting marginalised or underrepresented young people. Some funds are only for organisations with income below £100,000. No explicit exclusion of hospices, but current funding priorities do not directly align with palliative care or hospice services unless work is youth-led and fits the fund's focus.",Low Match,"1. Geographic scope is UK-wide, which includes Kent, and applicant types include charities and community organisations, so ellenor Hospice meets these basic criteria. 2. However, all current funding rounds (Future Communities Fund, Young Gamechangers Fund) are closed: 'There are currently no funds open for applications.' 3. The main beneficiary focus is on young people, especially those with experience of the youth justice system, youth activism, and marginalised youth. 4. The Young Gamechangers Fund restricts applications to organisations with annual income under £100,000, while ellenor Hospice's income is £8.2M, making it ineligible for this fund. 5. There are no explicit exclusions of hospices or healthcare charities, but the Foundation's current strategy and open funds do not directly support palliative care or hospice services unless the work is youth-led and fits the specific focus areas. 6. Funding amounts are suitable, but the application status is closed and the thematic focus is not a strong match. Overall, ellenor Hospice is a low match for current Co-op Foundation funding due to closed application windows, income restrictions, and a focus on youth-led, youth justice, and marginalised youth work rather than hospice or palliative care.",15,15,15/10/2025 12:36,,www.coopfoundation.org.uk
https://www.dulverton.org,www.dulverton.org,UK registered charities; Charitable Incorporated Organisations (CIOs) with national reach,"UK (excluding work primarily for the benefit of residents of London or Northern Ireland); priority for national or multi-region work across England, Scotland, and Wales","Young people (up to 25, especially from low income backgrounds); Families; Older people; Carers; Vulnerable people; General welfare (including those aged 26+); Social cohesion; Health and wellbeing (indirectly)","Average grant £30,000-£40,000 per year; up to three years for existing grantees; one year for new applicants","Do not fund work primarily for the benefit of residents of London or Northern Ireland; Prioritise charities with national reach or operating in at least two English regions; Unlikely to fund charities working from one site or within one Local Authority area; Prioritise medium-sized charities (income £200,000-£3m); Do not fund charities that receive a substantial proportion of income from government or local authority contracts",rolling,"No deadline; applications accepted on a rolling basis. Trustee meetings (where grants are awarded) in February, June, and November. Apply at least 3 months in advance.",Applicants must complete an eligibility quiz before accessing the Expression of Interest form. Charities with a national or multi-region reach are strongly preferred. Core and unrestricted funding is available. Applications from single-site or single-local-authority charities are extremely unlikely to succeed.,Low Match,"ellenor Hospice is a registered UK charity providing palliative and end-of-life care in Kent (Dartford, Gravesham, Swanley, Bexley). The Dulverton Trust prioritises charities with national reach or those operating in at least two English regions; 'charities working from one site or within one Local Authority area are extremely unlikely to receive funding.' ellenor operates in a limited geographic area (Kent/London borders), not nationally or across multiple regions. While some of Dulverton's categories (General Welfare, support for families, older people, carers) could be tangentially relevant, the Trust's explicit prioritisation of national/multi-region reach and medium-sized charities (ellenor's income is above the preferred £200k-£3m range at £8.2m) are significant barriers. There are no explicit exclusions for hospices, but the geographic and size restrictions make ellenor a low match. Funding is available on a rolling basis, and the average grant size is suitable. However, the likelihood of success is very low due to the Trust's strong preference for national/multi-region operations and medium-sized organisations.",15,15,15/10/2025 12:36,,www.dulverton.org
https://ellerman.org.uk,www.ellerman.org.uk,UK registered charities; organisations with exempt charity status; companies limited by guarantee with asset lock (in exceptional cases); fiscally hosted organisations (meeting all other criteria),"UK (must have national or UK-level impact, not just local)","wellbeing for people, society, and the natural world; marginalised communities; communities affected by systemic injustice; organisations advancing justice, equity, and systems change","Up to £180,000 over up to five years (maximum £60,000 per year)","Do not fund hospitals, hospices, or schools; Do not fund organisations focused on a single medical area, disease, organ, or condition; Do not fund medical research or treatment; Do not fund local organisations without national/UK-level impact; Do not fund capital developments, building works, or equipment; Do not fund individuals",rolling,None (applications accepted year-round),"Applicants must have an annual income between £100,000 and £10 million. Work must have national or UK-level impact. Hospices are explicitly excluded from eligibility.",Not Eligible,"The John Ellerman Foundation's guidelines explicitly state: 'We do not accept applications from hospitals, hospices or schools.' (see Am I Eligible and What We Do Not Fund sections). While ellenor Hospice is a UK registered charity with an eligible income and serves vulnerable people, the explicit exclusion of hospices overrides all other factors. The restriction is clear and unambiguous, making ellenor Hospice ineligible to apply regardless of other criteria.",11,11,15/10/2025 12:37,,www.ellerman.org.uk
https://www.esmeefairbairn.org.uk,www.esmeefairbairn.org.uk,constituted organisations; charities; non-charities doing charitable work,UK,communities; people facing injustice; young people; vulnerable groups; organisations working for systemic change,"£30,000 and above (no maximum stated)","Organisations with a turnover of less than £100,000; Capital costs including building work, renovations and equipment; Grants to individuals; Grants for less than £30,000; Work that is not legally charitable; Work that does not have a direct benefit in the UK; Work that is primarily the responsibility of statutory authorities using public funds (e.g. social services); Academic research unless it can demonstrate practical outcomes; Independent education (fee-paying schools); Healthcare: clinical, counselling, hospices, therapy, addiction services, or medical research; Promotion of religion",rolling,,"Esmée Fairbairn Foundation explicitly excludes funding for hospices and healthcare (including palliative care, therapy, and clinical services). Applications are accepted on a rolling basis, but hospices are not eligible.",Not Eligible,"While ellenor Hospice meets several general criteria (UK registered charity, turnover above £100,000, serves vulnerable people and families, and is based in Kent), the Esmée Fairbairn Foundation's exclusions explicitly state: 'We don't fund... Healthcare: clinical, counselling, hospices, therapy, addiction services, or medical research.' This direct exclusion of hospices and healthcare services means ellenor Hospice is not eligible to apply, regardless of other matching factors. The application process is open and funding amounts are suitable, but the explicit restriction overrides all other considerations.",15,15,15/10/2025 12:37,,www.esmeefairbairn.org.uk
https://www.essexcommunityfoundation.org.uk,www.essexcommunityfoundation.org.uk,Registered charities; Voluntary organisations; Community groups; Charitable trusts,Essex (with rare exceptions for support outside the county or to specific charities if required),Local communities in Essex; Vulnerable people; Children and adults in Essex; People with additional needs; People with mental or physical health problems; Elderly and disabled people in Essex,"Typically £1,000 - £10,000 (examples: £7,250, £8,200, £8,565)","Most funds are restricted to Essex-based organisations or beneficiaries; Some funds have specific aims or geographic restrictions (e.g., Braintree, Southend, Harwich, Bradwell-on-Sea); Support outside Essex is rare and only if required by the donor",unclear,not stated,"ECF manages over 200 funds, most of which are for Essex-based causes. Some funds may support specific issues (e.g., mental health, disability, elderly) or areas within Essex. Occasional support outside Essex is possible but not routine.",Low Match,"ellenor Hospice is a registered UK charity providing palliative and end-of-life care in Kent (Dartford, Gravesham, Swanley, Bexley), not Essex. ECF's funds are overwhelmingly focused on Essex-based organisations and beneficiaries, as stated: 'we can support a wide range of voluntary organisations, activities and projects across Essex, but we can also give support outside of the county or to specific charities if required.' However, this is described as rare and dependent on donor wishes. All grant examples and fundholder stories are Essex-focused, and there is no evidence of routine funding for Kent-based hospices. While ellenor Hospice matches on applicant type and beneficiary focus, the geographic scope is a significant barrier. Unless a specific donor-advised fund has a connection to ellenor or Kent, eligibility is very low. Next step: If ellenor has a strong link to an Essex-based donor or project, a direct enquiry could be made, but general eligibility is low.",15,15,15/10/2025 12:37,,www.essexcommunityfoundation.org.uk
